bfsCode;Gemeindename;Kanton_Code;Kanton;Bezirk_Code;Bezirksname;Grossregion_Code;Grossregion_Text;Agglo_2012_Code;Agglo_2012_Text;Agglogrkl_2012_Code;Agglogrkl_2012_Text;raumStadt_2012_Code;raumStadt_2012_Text;Stadt_2012_Code;Stadt_2012_Text;Stadt_Land_2012_Code;Stadt_Land_2012_Text;Gdetypen_9_2012_Code;Gdetypen_9_2012_Text;Gdetypen_25_2012_Code;Gdetypen_25_2012_Text;Arbmarktgrossreg_2018_Code;Arbmarktgrossreg_2018_Text;Arbmarktreg_2018_Code;Arbmarktreg_2018_Text;Sprachgebiet_2016_Code;Sprachgebiet_2016_Text;Berggebiet_2019_Code;Berggebiet_2019_Text;DEGURBA_2011_Code;DEGURBA_2011_Text;GreaterCity_2011_Code;GreaterCity_2011_Text;Funktional_Stadt_2014_Code;Funktional_Stadt_2014_Text;MS_Region_2000_Code;MS_Region_2000_Text;Arbmarktreg_2000_Code;Arbmarktreg_2000_Text;Typ_MS_Reg_Code;Typ_MS_Reg_Text;Europ_Berggebiet_Code;Europ_Berggebiet_Text
3881;Conters im Prättigau;18;GR;1849;Prättigau / Davos;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16080;Klosters-Serneus;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;61;Prättigau;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3882;Küblis;18;GR;1849;Prättigau / Davos;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16080;Klosters-Serneus;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;61;Prättigau;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3891;Luzein;18;GR;1849;Prättigau / Davos;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;335;Ländliche periphere Agrargemeinde;16;Ostalpen;16080;Klosters-Serneus;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;61;Prättigau;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3901;Chur;18;GR;1848;Plessur;5;Ostschweiz;3901;Chur;4;50'000 - 99'999 Einwohner/innen;1;Agglomerationskerngemeinde (Kernstadt);1;ja (Stadt);1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;121;Kernstadt einer mittelgrossen Agglomeration;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3911;Churwalden;18;GR;1848;Plessur;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16060;Vaz/Obervaz;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;64;Mittelbünden;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3921;Arosa;18;GR;1848;Plessur;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);31;Ländliche Zentrumsgemeinde;314;Tourismusgemeinde eines ländlichen Zentrums;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;63;Schanfigg;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3932;Tschiertschen-Praden;18;GR;1848;Plessur;5;Ostschweiz;3901;Chur;4;50'000 - 99'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;63;Schanfigg;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3945;Trimmis;18;GR;1845;Landquart;5;Ostschweiz;3901;Chur;4;50'000 - 99'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3946;Untervaz;18;GR;1845;Landquart;5;Ostschweiz;3901;Chur;4;50'000 - 99'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3947;Zizers;18;GR;1845;Landquart;5;Ostschweiz;93955;Landquart;0;keine Agglomerationszugehörigkeit;6;Kerngemeinde ausserhalb Agglomerationen;0;nein;1;Städtisch;13;Städtische Gemeinde einer kleinen oder ausserhalb einer Agglomeration;137;Städtische Dienstleistungsgemeinde einer kleinen oder ausserhalb einer Agglomeration;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3951;Fläsch;18;GR;1845;Landquart;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3952;Jenins;18;GR;1845;Landquart;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3953;Maienfeld;18;GR;1845;Landquart;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;327;Ländliche zentral gelegene Dienstleistungsgemeinde;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3954;Malans;18;GR;1845;Landquart;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3955;Landquart;18;GR;1845;Landquart;5;Ostschweiz;93955;Landquart;0;keine Agglomerationszugehörigkeit;6;Kerngemeinde ausserhalb Agglomerationen;0;nein;1;Städtisch;13;Städtische Gemeinde einer kleinen oder ausserhalb einer Agglomeration;136;Städtische Industriegemeinde einer kleinen oder ausserhalb einer Agglomeration;16;Ostalpen;16050;Chur;1;Deutsch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;60;Chur;13;Chur;8;Region einer Mittelagglomeration, tertiär (ATM);4;Alpen
3961;Grüsch;18;GR;1849;Prättigau / Davos;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16080;Klosters-Serneus;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;61;Prättigau;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3962;Schiers;18;GR;1849;Prättigau / Davos;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);31;Ländliche Zentrumsgemeinde;317;Dienstleistungsgemeinde eines ländlichen Zentrums;16;Ostalpen;16080;Klosters-Serneus;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;61;Prättigau;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3972;Seewis im Prättigau;18;GR;1849;Prättigau / Davos;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16080;Klosters-Serneus;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;61;Prättigau;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3981;Breil/Brigels;18;GR;1850;Surselva;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;334;Ländliche periphere Tourismusgemeinde;16;Ostalpen;16010;Ilanz/Glion;4;Rätoromanisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;66;Surselva;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3982;Disentis/Mustér;18;GR;1850;Surselva;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;334;Ländliche periphere Tourismusgemeinde;16;Ostalpen;16010;Ilanz/Glion;4;Rätoromanisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;66;Surselva;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3983;Medel (Lucmagn);18;GR;1850;Surselva;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;335;Ländliche periphere Agrargemeinde;16;Ostalpen;16010;Ilanz/Glion;4;Rätoromanisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;66;Surselva;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3985;Sumvitg;18;GR;1850;Surselva;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16010;Ilanz/Glion;4;Rätoromanisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;66;Surselva;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3986;Tujetsch;18;GR;1850;Surselva;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;334;Ländliche periphere Tourismusgemeinde;16;Ostalpen;16010;Ilanz/Glion;4;Rätoromanisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;66;Surselva;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3987;Trun;18;GR;1850;Surselva;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16010;Ilanz/Glion;4;Rätoromanisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;66;Surselva;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
3988;Obersaxen Mundaun;18;GR;1850;Surselva;5;Ostschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;16;Ostalpen;16010;Ilanz/Glion;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;66;Surselva;13;Chur;13;Rurale agro-touristische Region (RAT);4;Alpen
4001;Aarau;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;1;Agglomerationskerngemeinde (Kernstadt);1;ja (Stadt);1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;121;Kernstadt einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4002;Biberstein;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4003;Buchs (AG);19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;122;Städtische Arbeitsplatzgemeinde einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4004;Densbüren;19;AG;1901;Aarau;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);3;Jura
4005;Erlinsbach (AG);19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4006;Gränichen;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4007;Hirschthal;19;AG;1901;Aarau;3;Nordwestschweiz;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4008;Küttigen;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4009;Muhen;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;217;Periurbane Dienstleistungsgemeinde hoher Dichte;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4010;Oberentfelden;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;122;Städtische Arbeitsplatzgemeinde einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4012;Suhr;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);1;ja (Stadt);1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;122;Städtische Arbeitsplatzgemeinde einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4013;Unterentfelden;19;AG;1901;Aarau;3;Nordwestschweiz;4001;Aarau;4;50'000 - 99'999 Einwohner/innen;3;Agglomerationskerngemeinde (Nebenkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;10;Aareland;10020;Aarau–Olten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;70;Aarau;9;Aarau - Olten;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
4021;Baden;19;AG;1902;Baden;3;Nordwestschweiz;4021;Baden – Brugg;3;100'000 - 249'999 Einwohner/innen;1;Agglomerationskerngemeinde (Kernstadt);1;ja (Stadt);1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;121;Kernstadt einer mittelgrossen Agglomeration;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;72;Baden;10;Zürich;4;Metropolraum, Mittelagglomeration (MAM);1;Mittelland - Hochrhein
4022;Bellikon;19;AG;1902;Baden;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;12;Region Zürich;12010;Baden;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
4023;Bergdietikon;19;AG;1902;Baden;3;Nordwestschweiz;261;Zürich;1;>= 500'000 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;11;Städtische Gemeinde einer grossen Agglomeration;113;Städtische Wohngemeinde einer grossen Agglomeration;12;Region Zürich;12031;Dietikon–Schlieren;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;261960;Zürich: funktionales städtisches Gebiet;73;Mutschellen;10;Zürich;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
